Region,Location,Item,Price
Kanto,Saffron City,TM - Grass Knot,"$25,000"
Hoenn,Fortree City,TM - Grass Knot,"$25,000"
Kanto,Saffron City,TM - Swagger,"$12,500"
Hoenn,Fortree City,TM - Swagger,"$12,500"
Kanto,Vermilion City,TM - Pluck,"$12,500"
Hoenn,Slateport City,TM - Pluck,"$12,500"
Kanto,Cinnabar Island,TM - U-turn,"$30,000"
Hoenn,Sootopolis City,TM - U-turn,"$30,000"
Kanto,Cinnabar Island,TM - Substitute,"$30,000"
Hoenn,Sootopolis City,TM - Substitute,"$30,000"
Kanto,Cinnabar Island,TM - Flash Cannon,"$25,000"
Hoenn,Sootopolis City,TM - Flash Cannon,"$25,000"
Kanto,Cinnabar Island,TM - Trick Room,"$20,000"
Hoenn,Sootopolis City,TM - Trick Room,"$20,000"
Kanto,Cinnabar Island,TM - Wild Charge,"$25,000"
Hoenn,Sootopolis City,TM - Wild Charge,"$25,000"
Kanto,Vermilion City,TM - Snarl,"$12,500"
Hoenn,Slateport City,TM - Snarl,"$12,500"
,,,
Kanto,Celadon City Department Store - 2F,Poké Ball,200 PokéYen
Kanto,Celadon City Department Store - 2F,Great Ball,600 PokéYen
Kanto,Celadon City Department Store - 2F,Potion,200 PokéYen
Kanto,Celadon City Department Store - 2F,Super Potion,600 PokéYen
Kanto,Celadon City Department Store - 2F,Revive,3250 PokéYen
Kanto,Celadon City Department Store - 2F,Antidote,200 PokéYen
Kanto,Celadon City Department Store - 2F,Parlyz Heal,300 PokéYen
Kanto,Celadon City Department Store - 2F,Awakening,300 PokéYen
Kanto,Celadon City Department Store - 2F,Burn Heal,300 PokéYen
Kanto,Celadon City Department Store - 2F,Ice Heal,300 PokéYen
Kanto,Celadon City Department Store - 2F,Escape Rope,750 PokéYen
Kanto,Celadon City Department Store - 2F,Repel,400 PokéYen
Kanto,Celadon City Department Store - 2F,Super Repel,750 PokéYen
Kanto,Celadon City Department Store - 2F,Lure,600 PokéYen
Kanto,Celadon City Department Store - 2F,Super Lure,1200 PokéYen
,,,
Kanto,Celadon City Department Store - 4F,Poké Doll,300 PokéYen
Kanto,Celadon City Department Store - 4F,Retro Mail, PokéYen
Kanto,Celadon City Department Store - 4F,Fire Stone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Thunderstone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Water Stone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Leaf Stone,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Headband, PokéYen
Kanto,Celadon City Department Store - 4F,Flat Cap, PokéYen
Kanto,Celadon City Department Store - 4F,Bow,25000 PokéYen
Kanto,Celadon City Department Store - 4F,Cap,7000 PokéYen
Kanto,Celadon City Department Store - 4F,Stripy Cap,5000 PokéYen
Kanto,Celadon City Department Store - 4F,Reflective Goggles, PokéYen
Kanto,Celadon City Department Store - 4F,Peaked Cap,9000 PokéYen
Kanto,Celadon City Department Store - 4F,Backwards Cap, PokéYen
Kanto,Celadon City Department Store - 5F,X Attack,2000 PokéYen
Kanto,Celadon City Department Store - 5F,X Special,2000 PokéYen
Kanto,Celadon City Department Store - 5F,Dire Hit,1500 PokéYen
Kanto,Celadon City Department Store - 5F,X Defend,2500 PokéYen
Kanto,Celadon City Department Store - 5F,X Sp. Def,2500 PokéYen
Kanto,Celadon City Department Store - 5F,Guard Spec.,#N/A
Kanto,Celadon City Department Store - 5F,X Speed,2000 PokéYen
Kanto,Celadon City Department Store - 5F,X Accuracy,1500 PokéYen
Kanto,Celadon City Department Store - 6F,Fresh Water,300 PokéYen
Kanto,Celadon City Department Store - 6F,Soda Pop,600 PokéYen
Kanto,Celadon City Department Store - 6F,Lemonade,750 PokéYen
Johto,Goldenrod City Department Store - 2F,Potion,200 PokéYen
Johto,Goldenrod City Department Store - 2F,Super Potion,600 PokéYen
Johto,Goldenrod City Department Store - 2F,Revive,3250 PokéYen
Johto,Goldenrod City Department Store - 2F,Antidote,200 PokéYen
Johto,Goldenrod City Department Store - 2F,Parlyz Heal,300 PokéYen
Johto,Goldenrod City Department Store - 2F,Burn Heal,300 PokéYen
Johto,Goldenrod City Department Store - 2F,Ice Heal,300 PokéYen
Johto,Goldenrod City Department Store - 2F,Awakening,300 PokéYen
Johto,Goldenrod City Department Store - 2F,Full Heal,3500 PokéYen
Johto,Goldenrod City Department Store - 2F,Poké Ball,200 PokéYen
Johto,Goldenrod City Department Store - 2F,Great Ball,600 PokéYen
Johto,Goldenrod City Department Store - 2F,Escape Rope,750 PokéYen
Johto,Goldenrod City Department Store - 2F,Poké Doll,300 PokéYen
Johto,Goldenrod City Department Store - 2F,Repel,400 PokéYen
Johto,Goldenrod City Department Store - 2F,Super Repel,750 PokéYen
Johto,Goldenrod City Department Store - 2F,Max Repel,900 PokéYen
Johto,Goldenrod City Department Store - 2F,Lure,600 PokéYen
Johto,Goldenrod City Department Store - 2F,Super Lure,1200 PokéYen
Johto,Goldenrod City Department Store - 2F,Expert Lure,1500 PokéYen
Johto,Goldenrod City Department Store - 2F,Grass Mail, PokéYen
Johto,Goldenrod City Department Store - 2F,Flame Mail, PokéYen
Johto,Goldenrod City Department Store - 3F,X Speed,2000 PokéYen
Johto,Goldenrod City Department Store - 3F,X Attack,2000 PokéYen
Johto,Goldenrod City Department Store - 3F,X Defend,2500 PokéYen
Johto,Goldenrod City Department Store - 3F,Guard Spec..,#N/A
Johto,Goldenrod City Department Store - 3F,Dire Hit,1500 PokéYen
Johto,Goldenrod City Department Store - 3F,X Accuracy,1500 PokéYen
Johto,Goldenrod City Department Store - 3F,X Special,2000 PokéYen
Johto,Goldenrod City Department Store - 3F,X Sp. Def,2500 PokéYen
Johto,Goldenrod City Department Store - 4F,Protein,3650 PokéYen
Johto,Goldenrod City Department Store - 4F,Iron,3650 PokéYen
Johto,Goldenrod City Department Store - 4F,Calcium,3650 PokéYen
Johto,Goldenrod City Department Store - 4F,Zinc,3650 PokéYen
Johto,Goldenrod City Department Store - 4F,Carbos,3650 PokéYen
Johto,Goldenrod City Department Store - 4F,Hyper HP Up,3650 PokéYen
Sinnoh,Veilstone Department Store - B1F,Full Heal,3500 PokéYen
Sinnoh,Veilstone Department Store - B1F,Berry Juice,100 PokéYen
Sinnoh,Veilstone Department Store - B1F,Energy Powder,900 PokéYen
Sinnoh,Veilstone Department Store - B1F,Heal Powder,900 PokéYen
Sinnoh,Veilstone Department Store - B1F,Lava Cookie,1200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Potion,200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Super Potion,600 PokéYen
Sinnoh,Veilstone Department Store - 1F,Hyper Potion,1200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Revive,3250 PokéYen
Sinnoh,Veilstone Department Store - 1F,Antidote,200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Parlyz Heal,300 PokéYen
Sinnoh,Veilstone Department Store - 1F,Awakening,300 PokéYen
Sinnoh,Veilstone Department Store - 1F,Burn Heal,300 PokéYen
Sinnoh,Veilstone Department Store - 1F,Ice Heal,300 PokéYen
Sinnoh,Veilstone Department Store - 1F,Poké Ball,200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Great Ball,600 PokéYen
Sinnoh,Veilstone Department Store - 1F,Ultra Ball,1200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Heal Ball,300 PokéYen
Sinnoh,Veilstone Department Store - 1F,Net Ball,1350 PokéYen
Sinnoh,Veilstone Department Store - 1F,Nest Ball,1000 PokéYen
Sinnoh,Veilstone Department Store - 1F,Dusk Ball,1400 PokéYen
Sinnoh,Veilstone Department Store - 1F,Quick Ball,1000 PokéYen
Sinnoh,Veilstone Department Store - 1F,Timer Ball,1200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Repeat Ball,1250 PokéYen
Sinnoh,Veilstone Department Store - 1F,Escape Rope,750 PokéYen
Sinnoh,Veilstone Department Store - 1F,Poké Doll,300 PokéYen
Sinnoh,Veilstone Department Store - 1F,Repel,400 PokéYen
Sinnoh,Veilstone Department Store - 1F,Super Repel,750 PokéYen
Sinnoh,Veilstone Department Store - 1F,Max Repel,900 PokéYen
Sinnoh,Veilstone Department Store - 1F,Lure,600 PokéYen
Sinnoh,Veilstone Department Store - 1F,Super Lure,1200 PokéYen
Sinnoh,Veilstone Department Store - 1F,Expert Lure,1500 PokéYen
Sinnoh,Veilstone Department Store - 1F,Grass Mail, PokéYen
Sinnoh,Veilstone Department Store - 1F,Flame Mail, PokéYen
Sinnoh,Veilstone Department Store - 1F,Bubble Mail, PokéYen
Sinnoh,Veilstone Department Store - 1F,Space Mail, PokéYen
Sinnoh,Veilstone Department Store - 2F,X Attack,2000 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Special,2000 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Defend,2500 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Sp. Def,2500 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Speed,2000 PokéYen
Sinnoh,Veilstone Department Store - 2F,X Accuracy,1500 PokéYen
Sinnoh,Veilstone Department Store - 2F,Dire Hit,1500 PokéYen
Sinnoh,Veilstone Department Store - 2F,Guard Spec,1500 PokéYen
Sinnoh,Veilstone Department Store - 2F,HP Up, PokéYen
Sinnoh,Veilstone Department Store - 2F,Protein,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Iron,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Calcium,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Zinc,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Carbos,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper HP Up,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Protein,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Iron,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Calcium,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Zinc,3650 PokéYen
Sinnoh,Veilstone Department Store - 2F,Hyper Carbos,3650 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Poké Ball,200 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Great Ball,600 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Ultra Ball,1200 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Potion,200 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Super Potion,600 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Hyper Potion,1200 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Revive,3250 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Poké Toy,1000 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Repel,400 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Super Repel,750 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Max Repel,900 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Lure,600 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Super Lure,1200 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Expert Lure,1500 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Antidote,200 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Parlyz Heal,300 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Burn Heal,300 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Ice Heal,300 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Awakening,300 PokéYen
Unova,Shopping Mall 9 - Ground Floor,Escape Rope,750 PokéYen
Unova,Shopping Mall 9 - 2F,Heal Ball,300 PokéYen
Unova,Shopping Mall 9 - 2F,Net Ball,1350 PokéYen
Unova,Shopping Mall 9 - 2F,Nest Ball,1000 PokéYen
Unova,Shopping Mall 9 - 2F,Dusk Ball,1400 PokéYen
Unova,Shopping Mall 9 - 2F,Timer Ball,1200 PokéYen
Unova,Shopping Mall 9 - 2F,Quick Ball,1000 PokéYen
Unova,Shopping Mall 9 - 2F,Repeat Ball,1250 PokéYen
Unova,Shopping Mall 9 - 2F,Luxury Ball,1000 PokéYen
Unova,Shopping Mall 9 - 2F,Dream Ball,1200 PokéYen
Unova,Shopping Mall 9 - 3F,Fire Stone,5000 PokéYen
Unova,Shopping Mall 9 - 3F,Thunderstone,5000 PokéYen
Unova,Shopping Mall 9 - 3F,Water Stone,5000 PokéYen
Unova,Shopping Mall 9 - 3F,Leaf Stone,5000 PokéYen
Unova,Shopping Mall 9 - 3F,Fresh Water,300 PokéYen
Unova,Shopping Mall 9 - 3F,Soda Pop,600 PokéYen
Unova,Shopping Mall 9 - 3F,Lemonade,750 PokéYen
,,,
Region,Location,Item,Price
All,All Department Stores (After 8 Gym Badges),TM - Acrobatics,-
All,All Department Stores (After 8 Gym Badges),TM - Aerial Ace,-
All,All Department Stores (After 8 Gym Badges),TM - Air Slash,-
All,All Department Stores (After 8 Gym Badges),TM - Attract,-
All,All Department Stores (After 8 Gym Badges),TM - Aura Sphere,-
All,All Department Stores (After 8 Gym Badges),TM - Baton Pass,-
All,All Department Stores (After 8 Gym Badges),TM - Bide,-
All,All Department Stores (After 8 Gym Badges),TM - Body Slam,-
All,All Department Stores (After 8 Gym Badges),TM - Brave Bird,-
All,All Department Stores (After 8 Gym Badges),TM - Brick Break,-
All,All Department Stores (After 8 Gym Badges),TM - Bulk Up,-
All,All Department Stores (After 8 Gym Badges),TM - Bulldoze,-
All,All Department Stores (After 8 Gym Badges),TM - Captivate,-
All,All Department Stores (After 8 Gym Badges),TM - Charm,-
All,All Department Stores (After 8 Gym Badges),TM - Close Combat,-
All,All Department Stores (After 8 Gym Badges),TM - Counter,-
All,All Department Stores (After 8 Gym Badges),TM - Cross Poison,-
All,All Department Stores (After 8 Gym Badges),TM - Detect,-
All,All Department Stores (After 8 Gym Badges),TM - Dig,-
All,All Department Stores (After 8 Gym Badges),TM - Double Team,-
All,All Department Stores (After 8 Gym Badges),TM - Double-Edge,-
All,All Department Stores (After 8 Gym Badges),TM - Drain Punch,-
All,All Department Stores (After 8 Gym Badges),TM - DynamicPunch,-
All,All Department Stores (After 8 Gym Badges),TM - Earthquake,-
All,All Department Stores (After 8 Gym Badges),TM - Echoed Voice,-
All,All Department Stores (After 8 Gym Badges),TM - Egg Bomb,-
All,All Department Stores (After 8 Gym Badges),TM - Encore,-
All,All Department Stores (After 8 Gym Badges),TM - Endure,-
All,All Department Stores (After 8 Gym Badges),TM - Explosion,-
All,All Department Stores (After 8 Gym Badges),TM - Facade,-
All,All Department Stores (After 8 Gym Badges),TM - False Swipe,-
All,All Department Stores (After 8 Gym Badges),TM - Fissure,-
All,All Department Stores (After 8 Gym Badges),TM - Flash,-
All,All Department Stores (After 8 Gym Badges),TM - Focus Blast,-
All,All Department Stores (After 8 Gym Badges),TM - Focus Energy,-
All,All Department Stores (After 8 Gym Badges),TM - Focus Punch,-
All,All Department Stores (After 8 Gym Badges),TM - Frustration,-
All,All Department Stores (After 8 Gym Badges),TM - Giga Impact,-
All,All Department Stores (After 8 Gym Badges),TM - Hidden Power,-
All,All Department Stores (After 8 Gym Badges),TM - Horn Drill,-
All,All Department Stores (After 8 Gym Badges),TM - Hurricane,-
All,All Department Stores (After 8 Gym Badges),TM - Hyper Beam,-
All,All Department Stores (After 8 Gym Badges),TM - Low Sweep,-
All,All Department Stores (After 8 Gym Badges),TM - Mega Kick,-
All,All Department Stores (After 8 Gym Badges),TM - Mega Punch,-
All,All Department Stores (After 8 Gym Badges),TM - Metronome,-
All,All Department Stores (After 8 Gym Badges),TM - Mimic,-
All,All Department Stores (After 8 Gym Badges),TM - Mud Shot,-
All,All Department Stores (After 8 Gym Badges),TM - Natural Gift,-
All,All Department Stores (After 8 Gym Badges),TM - Nature Power,-
All,All Department Stores (After 8 Gym Badges),TM - Pay Day,-
All,All Department Stores (After 8 Gym Badges),TM - Pluck,-
All,All Department Stores (After 8 Gym Badges),TM - Poison Jab,-
All,All Department Stores (After 8 Gym Badges),TM - Power Gem,-
All,All Department Stores (After 8 Gym Badges),TM - Protect,-
All,All Department Stores (After 8 Gym Badges),TM - Psych Up,-
All,All Department Stores (After 8 Gym Badges),TM - Rage,-
All,All Department Stores (After 8 Gym Badges),TM - Razor Wind,-
All,All Department Stores (After 8 Gym Badges),TM - Recycle,-
All,All Department Stores (After 8 Gym Badges),TM - Retaliate,-
All,All Department Stores (After 8 Gym Badges),TM - Return,-
All,All Department Stores (After 8 Gym Badges),TM - Revenge,-
All,All Department Stores (After 8 Gym Badges),TM - Reversal,-
All,All Department Stores (After 8 Gym Badges),TM - Roar,-
All,All Department Stores (After 8 Gym Badges),TM - Rock Blast,-
All,All Department Stores (After 8 Gym Badges),TM - Rock Polish,-
All,All Department Stores (After 8 Gym Badges),TM - Rock Slide,-
All,All Department Stores (After 8 Gym Badges),TM - Rock Tomb,-
All,All Department Stores (After 8 Gym Badges),TM - Rollout,-
All,All Department Stores (After 8 Gym Badges),TM - Roost,-
All,All Department Stores (After 8 Gym Badges),TM - Round,-
All,All Department Stores (After 8 Gym Badges),TM - Safeguard,-
All,All Department Stores (After 8 Gym Badges),TM - Sand Tomb,-
All,All Department Stores (After 8 Gym Badges),TM - Sandstorm,-
All,All Department Stores (After 8 Gym Badges),TM - Scary Face,-
All,All Department Stores (After 8 Gym Badges),TM - Screech,-
All,All Department Stores (After 8 Gym Badges),TM - Secret Power,-
All,All Department Stores (After 8 Gym Badges),TM - Seismic Toss,-
All,All Department Stores (After 8 Gym Badges),TM - Skull Bash,-
All,All Department Stores (After 8 Gym Badges),TM - Sky Drop,-
All,All Department Stores (After 8 Gym Badges),TM - Sleep Talk,-
All,All Department Stores (After 8 Gym Badges),TM - Sludge Bomb,-
All,All Department Stores (After 8 Gym Badges),TM - Sludge Wave,-
All,All Department Stores (After 8 Gym Badges),TM - Smack Down,-
All,All Department Stores (After 8 Gym Badges),TM - Softboiled,-
All,All Department Stores (After 8 Gym Badges),TM - Spikes,-
All,All Department Stores (After 8 Gym Badges),TM - Stealth Rock,-
All,All Department Stores (After 8 Gym Badges),TM - Stone Edge,-
All,All Department Stores (After 8 Gym Badges),TM - Submission,-
All,All Department Stores (After 8 Gym Badges),TM - Substitute,-
All,All Department Stores (After 8 Gym Badges),TM - Swagger,-
All,All Department Stores (After 8 Gym Badges),TM - Sweet Scent,-
All,All Department Stores (After 8 Gym Badges),TM - Swords Dance,-
All,All Department Stores (After 8 Gym Badges),TM - Tail Slap,-
All,All Department Stores (After 8 Gym Badges),TM - Take Down,-
All,All Department Stores (After 8 Gym Badges),TM - Toxic,-
All,All Department Stores (After 8 Gym Badges),TM - Toxic Spikes,-
All,All Department Stores (After 8 Gym Badges),TM - Tri Attack,-
All,All Department Stores (After 8 Gym Badges),TM - Venoshock,-
All,All Department Stores (After 8 Gym Badges),TM - Weather Ball,-
All,All Department Stores (After 8 Gym Badges),TM - Whirlwind,-
All,All Department Stores (After 8 Gym Badges),TM - Work Up,-
All,All Department Stores (After 8 Gym Badges),TM - Agility,-
All,All Department Stores (After 8 Gym Badges),TM - Ally Switch,-
All,All Department Stores (After 8 Gym Badges),TM - Amnesia,-
All,All Department Stores (After 8 Gym Badges),TM - Assurance,-
All,All Department Stores (After 8 Gym Badges),TM - Avalanche,-
All,All Department Stores (After 8 Gym Badges),TM - Beat Up,-
All,All Department Stores (After 8 Gym Badges),TM - Blaze Kick,-
All,All Department Stores (After 8 Gym Badges),TM - Blizzard,-
All,All Department Stores (After 8 Gym Badges),TM - Brine,-
All,All Department Stores (After 8 Gym Badges),TM - BubbleBeam,-
All,All Department Stores (After 8 Gym Badges),TM - Bug Buzz,-
All,All Department Stores (After 8 Gym Badges),TM - Bullet Seed,-
All,All Department Stores (After 8 Gym Badges),TM - Calm Mind,-
All,All Department Stores (After 8 Gym Badges),TM - Charge Beam,-
All,All Department Stores (After 8 Gym Badges),TM - Cosmic Power,-
All,All Department Stores (After 8 Gym Badges),TM - Crunch,-
All,All Department Stores (After 8 Gym Badges),TM - Curse,-
All,All Department Stores (After 8 Gym Badges),TM - Dark Pulse,-
All,All Department Stores (After 8 Gym Badges),TM - Dragon Claw,-
All,All Department Stores (After 8 Gym Badges),TM - Dragon Pulse,-
All,All Department Stores (After 8 Gym Badges),TM - Dragon Rage,-
All,All Department Stores (After 8 Gym Badges),TM - Dragon Tail,-
All,All Department Stores (After 8 Gym Badges),TM - DragonBreath,-
All,All Department Stores (After 8 Gym Badges),TM - Dream Eater,-
All,All Department Stores (After 8 Gym Badges),TM - Electro Ball,-
All,All Department Stores (After 8 Gym Badges),TM - Embargo,-
All,All Department Stores (After 8 Gym Badges),TM - Energy Ball,-
All,All Department Stores (After 8 Gym Badges),TM - Fake Tears,-
All,All Department Stores (After 8 Gym Badges),TM - Fire Blast,-
All,All Department Stores (After 8 Gym Badges),TM - Fire Fang,-
All,All Department Stores (After 8 Gym Badges),TM - Fire Spin,-
All,All Department Stores (After 8 Gym Badges),TM - Flame Charge,-
All,All Department Stores (After 8 Gym Badges),TM - Flamethrower,-
All,All Department Stores (After 8 Gym Badges),TM - Flare Blitz,-
All,All Department Stores (After 8 Gym Badges),TM - Flash Cannon,-
All,All Department Stores (After 8 Gym Badges),TM - Fling,-
All,All Department Stores (After 8 Gym Badges),TM - Frost Breath,-
All,All Department Stores (After 8 Gym Badges),TM - Fury Cutter,-
All,All Department Stores (After 8 Gym Badges),TM - Future Sight,-
All,All Department Stores (After 8 Gym Badges),TM - Giga Drain,-
All,All Department Stores (After 8 Gym Badges),TM - Grass Knot,-
All,All Department Stores (After 8 Gym Badges),TM - Guard Swap,-
All,All Department Stores (After 8 Gym Badges),TM - Gyro Ball,-
All,All Department Stores (After 8 Gym Badges),TM - Snowscape,-
All,All Department Stores (After 8 Gym Badges),TM - Heat Crash,-
All,All Department Stores (After 8 Gym Badges),TM - Heavy Slam,-
All,All Department Stores (After 8 Gym Badges),TM - Hex,-
All,All Department Stores (After 8 Gym Badges),TM - Hone Claws,-
All,All Department Stores (After 8 Gym Badges),TM - Hydro Pump,-
All,All Department Stores (After 8 Gym Badges),TM - Ice Beam,-
All,All Department Stores (After 8 Gym Badges),TM - Ice Fang,-
All,All Department Stores (After 8 Gym Badges),TM - Icicle Spear,-
All,All Department Stores (After 8 Gym Badges),TM - Imprison,-
All,All Department Stores (After 8 Gym Badges),TM - Incinerate,-
All,All Department Stores (After 8 Gym Badges),TM - Iron Tail,-
All,All Department Stores (After 8 Gym Badges),TM - Leaf Blade,-
All,All Department Stores (After 8 Gym Badges),TM - Leaf Storm,-
All,All Department Stores (After 8 Gym Badges),TM - Leech Life,-
All,All Department Stores (After 8 Gym Badges),TM - Light Screen,-
All,All Department Stores (After 8 Gym Badges),TM - Magical Leaf,-
All,All Department Stores (After 8 Gym Badges),TM - Mega Drain,-
All,All Department Stores (After 8 Gym Badges),TM - Megahorn,-
All,All Department Stores (After 8 Gym Badges),TM - Muddy Water,-
All,All Department Stores (After 8 Gym Badges),TM - Nasty Plot,-
All,All Department Stores (After 8 Gym Badges),TM - Overheat,-
All,All Department Stores (After 8 Gym Badges),TM - Payback,-
All,All Department Stores (After 8 Gym Badges),TM - Pin Missile,-
All,All Department Stores (After 8 Gym Badges),TM - Power Swap,-
All,All Department Stores (After 8 Gym Badges),TM - Power Whip,-
All,All Department Stores (After 8 Gym Badges),TM - Psychic,-
All,All Department Stores (After 8 Gym Badges),TM - Psyshock,-
All,All Department Stores (After 8 Gym Badges),TM - Psywave,-
All,All Department Stores (After 8 Gym Badges),TM - Quash,-
All,All Department Stores (After 8 Gym Badges),TM - Rain Dance,-
All,All Department Stores (After 8 Gym Badges),TM - Razor Shell,-
All,All Department Stores (After 8 Gym Badges),TM - Reflect,-
All,All Department Stores (After 8 Gym Badges),TM - Rest,-
All,All Department Stores (After 8 Gym Badges),TM - Scald,-
All,All Department Stores (After 8 Gym Badges),TM - Shadow Ball,-
All,All Department Stores (After 8 Gym Badges),TM - Shadow Claw,-
All,All Department Stores (After 8 Gym Badges),TM - Shock Wave,-
All,All Department Stores (After 8 Gym Badges),TM - Silver Wind,-
All,All Department Stores (After 8 Gym Badges),TM - Skill Swap,-
All,All Department Stores (After 8 Gym Badges),TM - Snarl,-
All,All Department Stores (After 8 Gym Badges),TM - Snatch,-
All,All Department Stores (After 8 Gym Badges),TM - SolarBeam,-
All,All Department Stores (After 8 Gym Badges),TM - Steel Wing,-
All,All Department Stores (After 8 Gym Badges),TM - Stored Power,-
All,All Department Stores (After 8 Gym Badges),TM - Struggle Bug,-
All,All Department Stores (After 8 Gym Badges),TM - Sunny Day,-
All,All Department Stores (After 8 Gym Badges),TM - Taunt,-
All,All Department Stores (After 8 Gym Badges),TM - Telekinesis,-
All,All Department Stores (After 8 Gym Badges),TM - Teleport,-
All,All Department Stores (After 8 Gym Badges),TM - Thief,-
All,All Department Stores (After 8 Gym Badges),TM - Thunder,-
All,All Department Stores (After 8 Gym Badges),TM - Thunder Fang,-
All,All Department Stores (After 8 Gym Badges),TM - Thunder Wave,-
All,All Department Stores (After 8 Gym Badges),TM - Thunderbolt,-
All,All Department Stores (After 8 Gym Badges),TM - Torment,-
All,All Department Stores (After 8 Gym Badges),TM - Trick Room,-
All,All Department Stores (After 8 Gym Badges),TM - U-turn,-
All,All Department Stores (After 8 Gym Badges),TM - Volt Switch,-
All,All Department Stores (After 8 Gym Badges),TM - Water Gun,-
All,All Department Stores (After 8 Gym Badges),TM - Water Pulse,-
All,All Department Stores (After 8 Gym Badges),TM - Whirlpool,-
All,All Department Stores (After 8 Gym Badges),TM - Wild Charge,-
All,All Department Stores (After 8 Gym Badges),TM - Will-O-Wisp,-
All,All Department Stores (After 8 Gym Badges),TM - X-Scissor,-
All,All Department Stores (After 8 Gym Badges),TM - Zap Cannon,-
,,,
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Secret Power,"$10,000"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Focus Punch,"$17,500"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Iron Tail,"$17,500"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Steel Wing,"$12,500"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Water Pulse,"$10,000"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Bullet Seed,"$15,000"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Giga Drain,"$25,000"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Shock Wave,"$10,000"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Skill Swap,"$12,500"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Snatch,"$12,500"
Kanto,Celadon City Department Store - 2F (Before 8 Gym Badges),TM - Counter,-
