English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Grass Chimp Hood,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Water Newt Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Sombrero,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Cycling Helmet,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Ball Hairclip,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Polygon Cap,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Iron Hero Helmet,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Fairy Fox Hood,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Berd Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Owl Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Kitten Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Otter Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Snake Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Pig Cap,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Sealion Cap,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Squirrel Hairband,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Sheep Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Flower Hairclip,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Shell Turban,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Lederhosen Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Clown Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Beaver Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,750,0
Kaiju Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Pumpkin Cap,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Black Plague Doctor Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Hair Ribbons,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Pumpkin Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Rat Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Helix Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Dome Helmet,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Small Purple Rat Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Small Black Rat Hood,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Snow Mountain Beanie,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Default Hair,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Afro,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,1500,0
Sideswept,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Blonde Ponytail,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,250,0
Disco Afro,Hairs,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,250,0
Faux Hawk,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Reverse Scene,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Cursed Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
THE ELECTRIC STORM,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,250,0
Short Galaxy Wig,Hairs,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Medium Galaxy Wig,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Renaissance Wig,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Idol Hairstyle,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Golden Cuffed Ponytail,Hairs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Glasses,Face Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Rockstar,Hairs,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Sunglasses,Face Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Swimming Goggles,Face Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Red Contacts,Eyes,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Amethyst Contacts,Eyes,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Violet Contacts,Eyes,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Flame Glasses,Face Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Joke Glasses,Face Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Moustache,Face Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Eyebrows & Moustache,Face Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Santa Beard,Face Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Angel Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Backpack,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Cape,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Devil Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Fairy Wings,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Shoulder Bag,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Scythe,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Butterfly Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,300,0,0,0,0
Ban Hammer,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fancy Butterfly Wings,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Witch's Broomstick,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Pumpkin Backpack,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Candy Cane,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Pink Candy Cane,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Gingerbread Man,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Scarf,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Fox Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Raccoon Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
White Kitty Tail,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Winged Heart Backpack,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Poncho,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Bug Catcher's Net,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Black Kitty Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Ninja Scarf,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Collared Cape,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Hex Cloak,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Double Faced Scarf,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Easter Egg Backpack,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Chipmunk Tail,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Proto Pack,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Turkey Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Pitchfork,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Katana,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Xmas Lights,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Golden Dragon Tail,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Phoenix Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Xmas Wreath,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Pig Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Hiking Backpack,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Acoustic Guitar,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Squirrel Tail,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Red Xmas Stocking,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Rat Tail,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Green Xmas Stocking,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Blue Xmas Stocking,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Yellow Xmas Stocking,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Small Purple Rat Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Small Black Rat Tail,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Speckled Moth Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Leaf Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Crook & Flail,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Spooky Arms,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Toy Plane,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Retro Games Handheld,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Teddy Bear,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Xmas Gift Sack,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ox Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
General's War Fan,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Carnival Backpiece,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Mage's Staff,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Nutcracker Doll,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Tiger Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Bronze Team Trophy,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Silver Team Trophy,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Gold Team Trophy,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Pointed Yellow Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Giant Turtle Shell,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Paladin's Shield,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Glistening Blue Wings,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Glistening Purple Wings,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Green Unity Cape,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Red Unity Cape,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Bunny Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Bronze Cup of the Year Trophy,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Silver Cup of the Year Trophy,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Gold Cup of the Year Trophy,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Volcano Beast Wings,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Skeleton Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Temporal Cape,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Battle Axe,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Dragon Wings,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Shovel,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Skull Moth Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Shadow Cape,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fire Dragon Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Charcoal Dragon Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Sparkling Charcoal Dragon Wings,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Yellow Wasp Abdomen,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Shiny Wasp Abdomen,Back Items,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Snowboarder Scarf,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Star Backpiece,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Snow Leopard Tail,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Elegant Scarf,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Sand Snake Scarf,Back Items,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Desu's Lab Coat (Colour),Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Overcoat,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Sleeveless Top,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
T-Shirt,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Vest,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,4000,0,0,0,0
Long Sleeve Top,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Yellow Overalls,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Tuxedo,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,4999,0,0
R Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,4999,0,0
Zodiac Dragon Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Santa Suit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Desu's Lab Coat,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Santa's Little Helper Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Lava Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Blue Overalls,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Cool Jacket,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Pink Overalls,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Gi,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Turtle Gi,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Crossed Jumper,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Combat Armor,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Skeleton Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Breeder's Overalls,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Fishing Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Elf Tunic,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Nutcracker Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Ocean Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
White Striped Top,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Maid Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Galaxy Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Flame Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Bones Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Neo Liberty Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Electric Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Grass Elfbot Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Psychic Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Water Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fire Elfbot Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Ground Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Trainer's Jacket,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ranger Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Groom Suit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Liberty Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Restaurant Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Varsity Jacket,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Lab Coat,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Explorer's Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Camping Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Sage's Robe,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Engineer's Overalls,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Sailor Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
White R Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Hiking Clothing,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Baseball Jersey,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Football Jersey,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Sky Suit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Ninja Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Fire Performer's Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Ski Suit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Gardener's Overalls,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Punk Jacket,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Soccer Jersey,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Basketball Jersey,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Business Suit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Penguin Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,500,0
Psychic Tunic,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Snowman Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Chef Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Frog Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Cowboy Clothing,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Clown Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Tracksuit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Police Officer Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Gingerbread Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Viking Tunic,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Fighting Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Flying Elfbot Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Poison Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Rock Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Bug Elfbot Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Ghost Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Steel Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ice Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Dragon Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Dark Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Samurai Armor,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Bug Enthusiast Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Traditional Monk Robes,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Panda Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Bear Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Bunny Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Space Suit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Paramedic Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Pilot Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Leprechaun Suit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Patriotic Suit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Lion Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Mummy Body Wrap,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Monkey Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Bee Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Wedding Dress,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Aura Jacket,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Captain's Coat,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Grassquerade Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Zombie Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ghost Purging Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Turkey Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Reindeer Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Military Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Yawn Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Phoenix Robe,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Ice Spirit Robe,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Hellcat Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Boar Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Pig Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fantasy Princess Dress,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Gladiator Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Super Hero Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Pirate Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Music Idol Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Iron Hero Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Nurse Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Racing Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Lederhosen,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Worker's Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Toga,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Kaiju Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
