Region,Location,Area,Item,Amount,Type,Details
Johto,Victory Road,Cave,Rare Candy,1,Overworld,Follow path
Johto,Victory Road,Cave,TM - Brave Bird,1,Overworld,In hole
Johto,Victory Road,Cave,TM - Superpower,1,Overworld,SE step
Johto,Indigo Plateau,Main Area,Rare Candy,1,Hidden,Ground
Johto,Pokeathlon Dome,Exterior,PP Up,1,Hidden,Near building
Johto,Pokeathlon Dome,Exterior,Protein,1,Hidden,Grass SW
Johto,Frontier Access,Gate Area,Rare Candy,1,Hidden,NE step
Johto,Mt. Mortar,Floor 1,Hyper Potion,1,Hidden,In rock
Johto,Mt. Mortar,Floor 1,Moon Stone,1,Overworld,Up ladder
Johto,Mt. Mortar,Floor 1,Max Repel,1,Hidden,Push boulder
Johto,Mt. Mortar,Floor 1,Ultra Ball,1,Overworld,West step
Johto,Mt. Mortar,Floor 1,Max Potion,1,Overworld,NE step
Johto,Mt. Mortar,Floor 1,Escape Rope,1,Overworld,SE step
Johto,Mt. Mortar,Floor 1,Nugget,1,Overworld,NE step
Johto,Mt. Mortar,Floor 1,Magmarizer,1,Overworld,Rock climb
Johto,Mt. Mortar,Floor 1,Nugget,1,Hidden,In rock
Johto,Mt. Mortar,Floor 1,Ultra Ball,1,Hidden,In rock
Johto,Mt. Mortar,Floor 1,Protector,1,Overworld,Follow path
Johto,Mt. Mortar,Floor 1,Rare Candy,1,Hidden,In wall
Johto,Mt. Mortar,Floor 1,Dusk Stone,1,Overworld,Up ladder
Johto,Mt. Mortar,Floor 1,Revive,1,Hidden,In rock
Johto,Mt. Mortar,Deep Cave,Rare Candy,1,Overworld,Surf SW
Johto,Mt. Mortar,Deep Cave,Hyper Potion,1,Hidden,In wall
Johto,Mt. Mortar,Deep Cave,Max Potion,1,Overworld,North step
Johto,Mt. Mortar,Deep Cave,Full Restore,1,Hidden,In rock
Johto,Mt. Mortar,Deep Cave,HP Up,1,Hidden,In rock
Johto,Mt. Mortar,Deep Cave,TM - Aura Sphere,1,Overworld,Jump ledge
Johto,Mt. Mortar,Deep Cave,Escape Rope,1,Overworld,NE step
Johto,Mt. Mortar,Deep Cave,Dragon Scale,1,Overworld,Jump ledge
Johto,Mt. Mortar,Deep Cave,Elixir,1,Overworld,Jump ledge
Johto,Mt. Mortar,Deep Cave,Full Heal,1,Hidden,In rock
Johto,Mt. Mortar,Deep Cave,Ether,1,Hidden,SE step
Johto,Mt. Mortar,Deep Cave,Iron Ball,1,Overworld,SW step
Johto,Mt. Mortar,Deep Cave,Iron,1,Overworld,West step
Johto,Mt. Mortar,Deep Cave,Max Revive,1,Overworld,South path
Johto,Mt. Mortar,Deep Cave,Max Revive,1,Hidden,In rock
Johto,Mt. Mortar,Deep Cave,Tyrogue,1,NPC Gift,Defeat Karate King
Johto,Mt. Mortar,Deep Cave,Ultra Ball,1,Hidden,In wall
Johto,Mt. Mortar,Deep Cave,Carbos,1,Overworld,West path
Johto,Mt. Mortar,Deep Cave,PP Up,1,Overworld,NE step
Johto,Mt. Mortar,Deep Cave,Hyper Potion,1,Overworld,East step
Johto,Mt. Mortar,Deep Cave,Max Ether,1,Overworld,East step
Johto,Mt. Mortar,Deep Cave,Full Restore,1,Overworld,SE path
Johto,Dark Cave,Cave,Full Heal,1,Overworld,North step
Johto,Dark Cave,Cave,Dire Hit,1,Overworld,Jump ledge
Johto,Dark Cave,Cave,Max Ether,1,Hidden,In wall
Johto,Dark Cave,Cave,Hyper Potion,1,Overworld,Follow path
Johto,Dark Cave,Cave,Elixir,1,Hidden,Follow path
Johto,Dark Cave,Cave,Revive,1,Overworld,NW step
Johto,Dark Cave,Cave,TM - Drill Run,1,Overworld,SW step
Johto,Dark Cave,Cave,BlackGlasses,1,NPC Gift,Talk to guy
Johto,Dark Cave,Cave,Max Revive,1,Hidden,In rock
Johto,Dark Cave,Cave,Hyper Potion,1,Hidden,In rock
Johto,Dark Cave,Water,Potion,1,Overworld,Surf west
Johto,Dark Cave,Water,Poké Ball,1,Hidden,In rock
Johto,Dark Cave,Water,Dusk Stone,1,Overworld,Surf south
Johto,Whirl Islands,Cave,Pearl,1,Hidden,In rock
Johto,Whirl Islands,Cave,Full Restore,1,Overworld,SW step
Johto,Whirl Islands,Cave,Nugget,1,Overworld,North step
Johto,Whirl Islands,Cave,Super Repel,1,Hidden,In rock
Johto,Whirl Islands,Cave,Water Stone,1,Overworld,Up ladder
Johto,Whirl Islands,Cave,King's Rock,1,Overworld,SW step
Johto,Whirl Islands,Cave,Max Elixir,1,Overworld,Down ladder
Johto,Whirl Islands,Cave,Full Restore,1,Overworld,Down ladder
Johto,Whirl Islands,Cave,Revive,1,Hidden,In rock
Johto,Whirl Islands,Cave,Full Restore,1,Hidden,In wall
Johto,Whirl Islands,Cave,Max Revive,1,Overworld,Floor loot
Johto,Whirl Islands,Cave,Rare Candy,1,Overworld,Room loot
Johto,Whirl Islands,Cave,Escape Rope,1,Overworld,Up ladder
Johto,Whirl Islands,Cave,Ultra Ball,1,Overworld,East step
Johto,Whirl Islands,Cave,Ultra Ball,1,Hidden,In wall
Johto,Whirl Islands,Cave,Calcium,1,Overworld,North step
Johto,Whirl Islands,Cave,Rare Candy,1,Hidden,In rock
Johto,Ruins of Alph,Chamber 1,Life Orb,1,Overworld,Puzzle room
Johto,Ruins of Alph,Chamber 1,Leppa Berry,1,Overworld,Puzzle room
Johto,Ruins of Alph,Chamber 1,Charcoal,1,Overworld,Puzzle room
Johto,Ruins of Alph,Chamber 1,Revival Herb,1,Overworld,Puzzle room
Johto,Ruins of Alph,Exterior,BigMushroom,1,Hidden,In rock
Johto,Ruins of Alph,Exterior,Nugget,1,Hidden,In rock
Johto,Ruins of Alph,Chamber 2,Leppa Berry,1,Overworld,Water Stone door
Johto,Ruins of Alph,Chamber 2,Mystic Water,1,Overworld,Water Stone door
Johto,Ruins of Alph,Chamber 2,Star Piece,1,Overworld,Water Stone door
Johto,Ruins of Alph,Chamber 2,Stardust,1,Overworld,Water Stone door
Johto,Ruins of Alph,Chamber 3,Sitrus Berry,1,Overworld,Flash door
Johto,Ruins of Alph,Chamber 3,Moon Stone,1,Overworld,Flash door
Johto,Ruins of Alph,Chamber 3,Energy Root,1,Overworld,Flash door
Johto,Ruins of Alph,Chamber 3,Heal Powder,1,Overworld,Flash door
Johto,Ruins of Alph,Exterior,Great Ball,1,Hidden,Surf NE
Johto,Ruins of Alph,Exterior,TinyMushroom,1,Hidden,NW step
Johto,Ruins of Alph,Exterior,Sun Stone,1,Overworld,Surf
Johto,Ruins of Alph,Exterior,Rare Candy,1,Hidden,In rock
Johto,Ruins of Alph,Exterior,Potion,1,Hidden,Look west puzzle
Johto,Ruins of Alph,Chamber 4,Oran Berry,1,Overworld,Escape Rope door
Johto,Ruins of Alph,Chamber 4,Pecha Berry,1,Overworld,Escape Rope door
Johto,Ruins of Alph,Chamber 4,EnergyPowder,1,Overworld,Escape Rope door
Johto,Ruins of Alph,Chamber 4,Heal Powder,1,Overworld,Escape Rope door
Johto,Ruins of Alph,Chamber 4,UNOWN Report,1,Event,Solve Kabuto puzzle
Johto,Cliff Cave,Basement,Ultra Ball,1,Hidden,In wall
Johto,Mt. Silver,Exterior,Full Restore,1,Hidden,Near PC
Johto,Mt. Silver,Exterior,Reaper Cloth,1,Overworld,Surf SW
Johto,Mt. Silver,Exterior,Dire Hit,1,Hidden,Rock climb SE
Johto,Mt. Silver Cave,Room 1,Expert Belt,1,Overworld,Up waterfall
Johto,Mt. Silver Cave,Room 1,Ultra Ball,1,Hidden,Rock climb
Johto,Mt. Silver Cave,Room 1,Hyper Potion,1,Hidden,In wall
Johto,Mt. Silver Cave,Room 1,Ultra Ball,1,Hidden,In wall
Johto,Mt. Silver Cave,Room 2,Escape Rope,1,Overworld,Floor loot
Johto,Mt. Silver Cave,Room 2,TM - Stealth Rock,1,Overworld,South step
Johto,Mt. Silver Cave,Room 2,Full Restore,1,Overworld,Room loot
Johto,Mt. Silver Cave,Room 2,Revive,1,Hidden,In rock
Johto,Mt. Silver Cave,Room 2,Max Elixir,1,Overworld,West step
Johto,Mt. Silver Cave,Room 2,Max Revive,1,Overworld,East step
Johto,Mt. Silver Cave,Room 2,Max Potion,1,Hidden,In rock
Johto,Mt. Silver Cave,Room 2,Calcium,1,Overworld,South path
Johto,Mt. Silver Cave,Room 2,Max Ether,1,Hidden,In rock
Johto,Mt. Silver Cave,Room 2,Protein,1,Overworld,South step
Johto,Mt. Silver Cave,Room 2,Iron,1,Hidden,In rock
Johto,Mt. Silver Cave,Room 3,Pure Incense,1,Overworld,Rock climb
Johto,Mt. Silver Cave,Room 3,Rare Candy,1,Hidden,Rock climb
Johto,Mt. Silver Cave,Room 3,Hyper Potion,1,Hidden,Rock climb
Johto,Mt. Silver Cave,Room 3,Dawn Stone,1,Overworld,Rock climb
Johto,Mt. Silver Cave,Room 3,Max Revive,1,Hidden,In rock
Johto,Mt. Silver Cave,Top,Legend Ribbon,1,Event,Defeat Red
Hoenn,Littleroot Town,Professor Birch's Lab,Starter Pokemon,1,NPC Gift,Click the bag on Route 101
Hoenn,Littleroot Town,Professor Birch's Lab,Pokedex,1,NPC Gift,Given by Professor Birch
Hoenn,Littleroot Town,Professor Birch's Lab,Poké Ball,5,NPC Gift,Given by Professor Birch
Hoenn,Littleroot Town,Player's House,Running Shoes,1,NPC Gift,Talk to Mom
Hoenn,Littleroot Town,Player's House,S.S. Ticket,1,Event,Post-E4 event
Hoenn,Littleroot Town,Player's House,Amulet Coin,1,NPC Gift,Talk to Mom twice (Post-E4)
Hoenn,Oldale Town,Main Town,Potion,1,NPC Gift,Talk to guy east of Pokecenter
Hoenn,Petalburg City,Gym,TM - Facade,1,Gym,Defeat Gym Leader Norman
Hoenn,Petalburg City,Gym,HM-Surf,1,Event,Received after beating Norman
Hoenn,Petalburg City,Water,Revive,1,Overworld,Surf north east
Hoenn,Petalburg City,Water,Rare Candy,1,Hidden,Surf south west
Hoenn,Petalburg City,Water,Super Potion,1,Overworld,Surf south west
Hoenn,Rustboro City,Main City,Great Ball,1,Overworld,Follow path north east
Hoenn,Rustboro City,SW House,Great Ball,1,NPC Gift,Talk to the kid upstairs
Hoenn,Rustboro City,Cutter's House,HM-Cut,1,NPC Gift,House west of Pokecenter
Hoenn,Rustboro City,NE House,Quick Claw,1,NPC Gift,House north east of Pokecenter
Hoenn,Rustboro City,Gym,TM - Rock Tomb,1,Gym,Defeat Gym Leader Roxanne
Hoenn,Rustboro City,Devon Corp,Great Ball,1,NPC Gift,Talk to guy with glasses
Hoenn,Rustboro City,Devon Corp,Letter,1,NPC Gift,Given by Mr. Stone
Hoenn,Rustboro City,Devon Corp,PokeNav,1,NPC Gift,Given by Mr. Stone
Hoenn,Rustboro City,Devon Corp,Exp. Share,1,NPC Gift,Mr. Stone (after delivering Letter)
Hoenn,Dewford Town,Main Town,Old Rod,1,NPC Gift,Talk to Fisher outside
Hoenn,Dewford Town,Gym,TM - Bulk Up,1,Gym,Defeat Gym Leader Brawly
Hoenn,Dewford Town,North House,TM - Sludge Bomb,1,NPC Gift,Talk to walking guy
Hoenn,Slateport City,Aqua Event,TM - Thief,1,NPC Gift,First Aqua member in museum
Hoenn,Slateport City,Main City,Powder Jar,1,NPC Gift,Girl with brown hair
Hoenn,Slateport City,Main City,Effort Ribbon,1,NPC Gift,Show pokemon with 510 EVs
Hoenn,Slateport City,Pokemon Fan Club,TM - Swagger,1,NPC Gift,Guy south east in the club
Hoenn,Slateport City,NW House,TM - Torment,1,NPC Gift,Talk to Sailor
Hoenn,Slateport City,Stern's Shipyard,DeepSeaTooth OR DeepSeaScale,1,NPC Gift,Trade the Scanner to Capt. Stern
Hoenn,Slateport City,Pokemon Fan Club,Soothe Bell,1,NPC Gift,Show high happiness pokemon
Hoenn,Mauville City,First House,Coin Case,1,NPC Gift,Talk to girl
Hoenn,Mauville City,Main City,Super Potion,1,Overworld,Floor loot
Hoenn,Mauville City,House E of Mart,HM-Rock Smash,1,NPC Gift,Talk to guy
Hoenn,Mauville City,Rydel's Cycles,Bicycle (Mach/Acro),1,NPC Gift,Talk to Rydel
Hoenn,Mauville City,Main City,TM - Rollout,1,NPC Gift,Fat guy near gym
Hoenn,Mauville City,House S of Gym,Doll,1,NPC Gift,Girl near tree inside
Hoenn,Mauville City,Gym,TM - Shock Wave,1,Gym,Defeat Gym Leader Wattson
Hoenn,Mauville City,Main City,Basement Key,1,NPC Gift,Wattson (post-gym)
Hoenn,Mauville City,Main City,TM - Thunderbolt,1,NPC Gift,Wattson (after New Mauville)
Hoenn,Fallarbor Town,Pokemart,TM - Metronome,1,NPC Gift,Talk to girl
Hoenn,Fallarbor Town,Crater,Nugget,1,Hidden,In the crater
Hoenn,Fallarbor Town,West House,TM - Natural Gift,1,NPC Gift,Talk to guy (Post-E4)
Hoenn,Lavaridge Town,Hot Springs,Tamato Berry,1,Hidden,In the water
Hoenn,Lavaridge Town,Hot Springs Area,Wobbuffet Egg,1,NPC Gift,Old woman
Hoenn,Lavaridge Town,Herb Shop,Charcoal,1,NPC Gift,Talk to the guy
Hoenn,Lavaridge Town,House S of Mart,TM - Mimic,1,NPC Gift,Talk to kid
Hoenn,Lavaridge Town,Gym,TM - Overheat,1,Gym,Defeat Gym Leader Flannery
Hoenn,Lavaridge Town,Main Town,Go-Goggles,1,Event,Received from Rival
Hoenn,Verdanturf Town,Pokecenter,TM - Fury Cutter,1,NPC Gift,Talk to kid
Hoenn,Verdanturf Town,Wanda's House,TM - Charm,1,NPC Gift,Talk to girl
Hoenn,Fortree City,House 2,TM - Sleep Talk,1,NPC Gift,Talk to guy
Hoenn,Fortree City,Gym,TM - Aerial Ace,1,Gym,Defeat Gym Leader Winona
Hoenn,Fortree City,House 4,Mental Herb,1,NPC Gift,Talk to guy with Wingull
Hoenn,Lilycove City,Contest Hall,Pokeblock Case,1,NPC Gift,Talk to receptionist
Hoenn,Lilycove City,Main City,Max Repel,1,Overworld,South east
Hoenn,Lilycove City,House East,TM - Rest,1,NPC Gift,Talk to guy
Hoenn,Lilycove City,Beach,PP Up,1,Hidden,In rock
Hoenn,Lilycove City,Beach,Poké Ball,1,Hidden,In rock
Hoenn,Lilycove City,Beach,Heart Scale,1,Hidden,In rock
Hoenn,Lilycove City,Dept Store (5F),TM - Substitute,1,NPC Gift,Talk to NPC (Post-E4)
Hoenn,Mossdeep City,Main City,TM - DynamicPunch,1,NPC Gift,Talk to martial artist
Hoenn,Mossdeep City,Main City,Net Ball,1,Overworld,South east
Hoenn,Mossdeep City,Space Center,Sun Stone,1,NPC Gift,Talk to Sailor
Hoenn,Mossdeep City,East House,Super Rod,1,NPC Gift,Talk to Fisher
Hoenn,Mossdeep City,Main City,King's Rock,1,NPC Gift,Talk to guy west of PC
Hoenn,Mossdeep City,Gym,TM - Calm Mind,1,Gym,Defeat Gym Leaders Tate & Liza
Hoenn,Mossdeep City,Steven's House,HM-Dive,1,Event,Given by Steven
Hoenn,Mossdeep City,Steven's House,Beldum,1,NPC Gift,Pick up pokeball (Post-E4)
Hoenn,Sootopolis City,Pokecenter,TM - Double-Edge,1,NPC Gift,Talk to girl
Hoenn,Sootopolis City,Event,HM-Waterfall,1,Event,Given by Wallace
Hoenn,Sootopolis City,Gym,TM - Water Pulse,1,Gym,Defeat Gym Leader Wallace
Hoenn,Sootopolis City,NW House,TM - Brick Break,1,NPC Gift,Talk to guy
Hoenn,Sootopolis City,East House,Wailmer Doll,1,NPC Gift,Talk to girl
Hoenn,Pacifidlog Town,Pokecenter,TM - Explosion,1,NPC Gift,Talk to guy with yellow hair
Hoenn,Pacifidlog Town,SW House,TM - Return OR TM - Frustration,1,NPC Gift,Depends on lead pokemon happiness
Hoenn,Route 102,Grass,Potion,1,Overworld,South of girl trainer
Hoenn,Route 103,Water,PP Up,1,Overworld,Cut tree past water
Hoenn,Route 103,Main Path,Potion,1,Overworld,West step
Hoenn,Route 104,South Path,Antidote,1,Hidden,South west
Hoenn,Route 104,South Path,Lum Berry,1,Hidden,Ground
Hoenn,Route 104,South Path,Potion,1,Hidden,Ground
Hoenn,Route 104,South Path,Poké Ball,1,Overworld,Near Petalburg Woods ent.
Hoenn,Route 104,North Path,TM - Bullet Seed,1,NPC Gift,First guy
Hoenn,Route 104,North Path,Poké Ball,1,Hidden,In grass
Hoenn,Route 104,North Path,Potion,1,Overworld,Ground
Hoenn,Route 104,North Path,Super Potion,1,Hidden,Ground
Hoenn,Route 104,Flower Shop,Wailmer Pail,1,NPC Gift,Blonde girl inside
Hoenn,Route 104,Flower Shop,Chesto Berry,1,NPC Gift,Girl inside
Hoenn,Route 104,South Path,Potion,1,Overworld,Cut tree
Hoenn,Route 104,Flower Shop,White Herb,1,NPC Gift,Girl near house
Hoenn,Route 104,Water,Super Potion,1,Overworld,Surf east
Hoenn,Route 105,Island,Pearl,1,Hidden,Sand
Hoenn,Route 105,Island,Stardust,1,Hidden,Sand
Hoenn,Route 105,Island,Super Potion,1,Overworld,Sand
Hoenn,Route 106,Beach,Heart Scale,1,Hidden,Sand
Hoenn,Route 106,Beach,Stardust,1,Hidden,In rock
Hoenn,Route 106,Beach,Poké Ball,1,Hidden,Sand
Hoenn,Route 106,Beach,Super Repel,1,Overworld,East step
Hoenn,Route 108,Water,Rare Candy,1,Hidden,In rock near ship
Hoenn,Route 108,Ship Exterior,Stardust,1,Overworld,Floor loot
Hoenn,Route 109,Beach,Ether,1,Hidden,Near kids
Hoenn,Route 109,Beach,Soft Sand,1,NPC Gift,Talk to little girl
Hoenn,Route 109,Beach,Revive,1,Hidden,Near old man
Hoenn,Route 109,Beach,Heart Scale,1,Hidden,Near Sailor
Hoenn,Route 109,Beach,Great Ball,1,Hidden,Near house
Hoenn,Route 109,Seashore House,Soda Pop,6,NPC Gift,Defeat all trainers
Hoenn,Route 109,Beach,Water Stone,1,Overworld,Sand
Hoenn,Route 109,Beach,Pearl,1,Hidden,Near old man
Hoenn,Route 109,Water,Pearl,1,Overworld,Surf SE
Hoenn,Route 109,Water,Heart Scale,1,Hidden,Near couple
Hoenn,Route 110,Main Path,Dire Hit,1,Overworld,East step
Hoenn,Route 110,Main Path,Full Heal,1,Hidden,Ground
Hoenn,Route 110,Main Path,Itemfinder,1,Event,Rival battle
Hoenn,Route 110,Main Path,Great Ball,1,Hidden,Near 2 trainers
Hoenn,Route 110,Main Path,Revive,1,Hidden,After 2 trainers
Hoenn,Route 110,Main Path,Leppa Berry,1,Overworld,West step
Hoenn,Route 110,Main Path,Poké Ball,1,Hidden,Ground
Hoenn,Route 110,Water,Rare Candy,1,Overworld,Surf north
Hoenn,Route 111,South Path,Elixir,1,Overworld,North step
Hoenn,Route 111,Winstrate House,Macho Brace,1,NPC Gift,"Defeat family, talk to girl"
Hoenn,Route 111,North Path,TM - Secret Power,1,NPC Gift,Talk to guy near tree
Hoenn,Route 111,Desert,Stardust,1,Overworld,North step
Hoenn,Route 111,Desert,Protein,1,Hidden,Near ruin maniac
Hoenn,Route 111,Desert,Stardust,1,Hidden,In rock
Hoenn,Route 111,Desert,Rare Candy,1,Hidden,In rock
Hoenn,Route 111,Desert,TM - Sandstorm,1,Overworld,South east step
Hoenn,Route 111,Water,HP Up,1,Overworld,Surf west
Hoenn,Route 112,Ledges,Nugget,1,Overworld,Jump east
Hoenn,Route 113,Main Path,Ether,1,Hidden,Near guy in blue hat
Hoenn,Route 113,Main Path,Poison Barb,1,Overworld,Ground
Hoenn,Route 113,Main Path,Nugget,1,Hidden,Ash pile
Hoenn,Route 113,Main Path,Leppa Berry,1,Overworld,Ground
Hoenn,Route 113,Glass Workshop,Soot Sack,1,NPC Gift,Talk to guy
Hoenn,Route 113,Main Path,TM - Double Team,1,Hidden,Ash pile
Hoenn,Route 113,Main Path,Super Potion,1,Overworld,Near 2 trainers
Hoenn,Route 114,Fossil Maniac,TM - Dig,1,NPC Gift,Talk to kid
Hoenn,Route 114,Main Path,TM - Roar,1,NPC Gift,Talk to guy with hat
Hoenn,Route 114,Main Path,EnergyPowder,1,Overworld,After trainers
Hoenn,Route 114,Main Path,Revive,1,Hidden,West step
Hoenn,Route 114,Lanette's House,Lotad Doll,1,NPC Gift,Talk to Lanette
Hoenn,Route 114,Main Path,Carbos,1,Hidden,In rock
Hoenn,Route 114,Main Path,Star Piece,1,Overworld,Smash rock
Hoenn,Route 114,Water,Rare Candy,1,Overworld,"Surf W, up waterfall"
Hoenn,Route 115,Beach,Heart Scale,1,Hidden,Near blonde girl
Hoenn,Route 115,Beach,Great Ball,1,Overworld,Smash rock
Hoenn,Route 115,Beach,PP Up,1,Overworld,South step
Hoenn,Route 115,North Area,Super Potion,1,Overworld,North step
Hoenn,Route 115,North Area,Heal Powder,1,Overworld,Past old man
Hoenn,Route 115,North Area,TM - Hurricane,1,Overworld,Up stairs
Hoenn,Route 115,North Area,Lum Berry,1,Overworld,End of path
Hoenn,Route 116,Main Path,Repel,1,Overworld,In grass
Hoenn,Route 116,Main Path,Sitrus Berry,1,Overworld,East step
Hoenn,Route 116,Post-Tunnel,Super Potion,1,Overworld,Cut tree
Hoenn,Route 116,Post-Tunnel,Super Potion,1,Hidden,Cut 2 trees
Hoenn,Route 116,Post-Tunnel,Leppa Berry,1,Overworld,North step
Hoenn,Route 116,Post-Tunnel,BlackGlasses,1,Hidden,Near guy
Hoenn,Route 116,Post-Tunnel,HP Up,1,Overworld,Ground
Hoenn,Route 116,Post-Tunnel,Repeat Ball,1,NPC Gift,Talk to guy
Hoenn,Route 117,Main Path,Revive,1,Overworld,Cut tree
Hoenn,Route 117,Main Path,Dawn Stone,1,Overworld,South step
Hoenn,Route 117,Main Path,Repel,1,Hidden,South step
Hoenn,Route 118,Main Path,Heart Scale,1,Hidden,In rock
Hoenn,Route 118,Beach,Good Rod,1,NPC Gift,Talk to fisher
Hoenn,Route 118,Beach,Iron,1,Hidden,In rock
Hoenn,Route 118,East Path,Hyper Potion,1,Overworld,South east step
Hoenn,Route 119,Tall Grass,Super Repel,1,Overworld,North step
Hoenn,Route 119,Tall Grass,Full Heal,1,Hidden,East step
Hoenn,Route 119,Main Path,Razz Berry,1,Overworld,NE step
Hoenn,Route 119,Tall Grass,Wiki Berry,1,Overworld,Surf NW
Hoenn,Route 119,Main Path,Hyper Potion,1,Overworld,North step
Hoenn,Route 119,Main Path,Elixir,1,Overworld,East step
Hoenn,Route 119,Weather Inst.,Mystic Water,1,Overworld,South step outside
Hoenn,Route 119,Main Path,HM-Fly,1,Event,Rival battle
Hoenn,Route 119,Water/Acro,Great Ball,1,Hidden,Grass (Acro Bike)
Hoenn,Route 119,Water/Acro,Leaf Stone,1,Overworld,Surf south
Hoenn,Route 119,Water/Acro,Max Ether,1,Hidden,Near waterfall
Hoenn,Route 119,Water/Acro,Nugget,1,Overworld,Post-waterfall
Hoenn,Route 119,Water/Acro,Rare Candy,1,Overworld,Post-waterfall
Hoenn,Route 119,Water/Acro,Calcium,1,Hidden,Acro jump west
Hoenn,Route 120,Main Path,Rare Candy,1,Hidden,Cut trees
Hoenn,Route 120,Bridge,Devon Scope,1,Event,Talk to Steven
Hoenn,Route 120,Main Path,Revive,1,Hidden,Near bird trainer
Hoenn,Route 120,Grass,Shiny Stone,1,Overworld,West step
Hoenn,Route 120,South Path,Revive,1,Overworld,East step
Hoenn,Route 120,South Path,Zinc,1,Hidden,South step
Hoenn,Route 120,South Path,Nugget,1,Overworld,South west step
Hoenn,Route 120,South Path,Sitrus Berry,1,Overworld,South step
Hoenn,Route 120,Water,Full Heal,1,Overworld,Surf south
Hoenn,Route 120,Grass,Rare Candy,1,Hidden,East step
Hoenn,Route 121,Grass,HP Up,1,Hidden,Ground
Hoenn,Route 121,Main Path,Enigma Berry,1,Overworld,South east step
Hoenn,Route 121,Main Path,Revive,1,Overworld,East step
Hoenn,Route 121,Main Path,Carbos,1,Overworld,North west step
Hoenn,Route 121,Cut Tree,Full Heal,1,Hidden,Ground
Hoenn,Route 121,Cut Tree,Nugget,1,Hidden,Ground
Hoenn,Route 121,Grass,Max Revive,1,Hidden,Ground
Hoenn,Route 123,East Path,PP Up,1,Hidden,Cut tree
Hoenn,Route 123,East Path,Rare Candy,1,Hidden,South east step
Hoenn,Route 123,East Path,TM - Giga Drain,1,NPC Gift,Show grass pokemon
Hoenn,Route 123,East Path,Super Potion,1,Hidden,In rock
Hoenn,Route 123,Ledges,Super Repel,1,Hidden,Jump puzzle
Hoenn,Route 123,Ledges,Leppa Berry,1,Overworld,Jump puzzle
Hoenn,Route 123,Ledges,Revival Herb,1,Overworld,Jump puzzle
Hoenn,Route 123,Ledges,PP Up,1,Overworld,Jump puzzle
Hoenn,Route 123,Ledges,Great Ball,1,Overworld,Jump puzzle
Hoenn,Route 123,Ledges,Revive,1,Hidden,Jump puzzle
Hoenn,Route 123,Ledges,Full Heal,1,Overworld,Jump puzzle
Hoenn,Route 124,Dive Area 1,Heart Scale,1,Hidden,In hole
Hoenn,Route 124,Dive Area 1,Big Pearl,1,Hidden,In hole
Hoenn,Route 124,Dive Area 1,Pearl,1,Hidden,In hole
Hoenn,Route 124,Water Area 1,Yellow Shard,1,Overworld,Surf west
Hoenn,Route 124,Dive Area 1,Heart Scale,1,Hidden,In hole
Hoenn,Route 124,Dive Area 1,Red Shard,1,Hidden,In hole
Hoenn,Route 124,Water Area 1,Red Shard,1,Overworld,Surf SE
Hoenn,Route 124,Dive Area 2,Green Shard,1,Hidden,In hole
Hoenn,Route 124,Dive Area 2,Carbos,1,Hidden,In hole
Hoenn,Route 124,Water Area 2,Blue Shard,1,Overworld,Surf NE
Hoenn,Route 125,Island,Big Pearl,1,Overworld,North east step
Hoenn,Route 126,Dive Area 1,Big Pearl,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Blue Shard,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Heart Scale,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Yellow Shard,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Pearl,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Iron,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Green Shard,1,Hidden,In hole
Hoenn,Route 126,Dive Area 1,Stardust,1,Hidden,In hole
Hoenn,Route 126,Dive Area 2,Green Shard,1,Overworld,Post-dive surf west
Hoenn,Route 127,Island,Super Repel,1,Overworld,West step
Hoenn,Route 127,Island,Rare Candy,1,Overworld,South step
Hoenn,Route 127,Dive Area,Pearl,1,Hidden,In rock underwater
Hoenn,Route 127,Island,Carbos,1,Overworld,North west step
Hoenn,Route 127,Dive Area,HP Up,1,Hidden,In rock underwater
Hoenn,Route 127,Dive Area,Red Shard,1,Hidden,In rock underwater
Hoenn,Route 127,Dive Area,Heart Scale,1,Hidden,In rock underwater
Hoenn,Route 128,Dive Area,Protein,1,Hidden,In rock underwater
Hoenn,Route 128,Island,Heart Scale,1,Hidden,Ground
Hoenn,Route 128,Island,Heart Scale,1,Hidden,Ground NW from fisher
Hoenn,Route 128,Dive Area,Pearl,1,Hidden,In rock underwater
Hoenn,Route 128,Island,Stardust,1,Hidden,Ground NW
Hoenn,Route 132,Water Currents,Protein,1,Overworld,Southern wave
Hoenn,Route 132,Water Currents,Rare Candy,1,Overworld,Northern wave
Hoenn,Route 133,Water Currents,Max Revive,1,Overworld,Southern wave
Hoenn,Route 133,Water Currents,Pearl,1,Overworld,Northern wave
Hoenn,Route 133,Water Currents,Star Piece,1,Overworld,Northern wave
Hoenn,Route 134,Water Currents,Stardust,1,Overworld,NW wave
Hoenn,Route 134,Water Currents,Pearl,1,Overworld,Southern wave
Hoenn,Petalburg Woods,Main Path,Super Potion,1,Hidden,East step
Hoenn,Petalburg Woods,Main Path,Parlyz Heal,1,Overworld,North step
